age,gender,current_country,highest_education,field_of_study,years_of_experience,english_proficiency,academic_score,current_salary_usd,available_funds_usd,loan_eligibility,family_support,risk_tolerance,target_role,career_switch,priority_income,priority_pr,priority_stability,uk_hourly_wage,uk_employment_rate,uk_psw_available,uk_pr_years_required,uk_university_tier,uk_degree_duration_years,uk_city,uk_cost_of_living_monthly,uk_accommodation_monthly,uk_relocation_cost,local_avg_salary,local_cost_of_living_monthly,local_employment_rate,uk_avg_salary_target_role,uk_skill_shortage,uk_tuition_cost_usd,uk_outcome_score
21,male,India,Bachelor,Web Developer,2.3,3,82,7201,21515,no,yes,high,Software Engineer,yes,3,5,2,18,78,yes,5,Russell,1,Nottingham,1501,501,3794,8104,539,73,37440,no,25444,8.5
22,female,India,Master,AI Engineer,3.1,5,80,5781,14159,yes,no,medium,Business Analyst,no,2,2,4,33,76,yes,5,Non-Russell,1,Leeds,1517,788,2311,8853,558,70,68640,yes,16236,58.8
22,female,India,Bachelor,Web Developer,3.0,5,63,11991,21223,yes,no,medium,Cybersecurity Analyst,yes,3,2,1,33,83,yes,5,Russell,2,Leeds,1583,831,2452,11575,435,61,68640,yes,24678,41.8
32,female,India,Bachelor,Data Analyst,3.5,5,66,4571,16445,yes,no,low,Business Analyst,no,1,4,4,44,81,yes,5,Non-Russell,2,Manchester,1488,841,2314,12378,497,61,91520,yes,14453,85.1
26,male,India,Master,Web Developer,5.2,5,85,4790,29691,no,yes,high,Data Analyst,no,4,3,3,27,79,yes,5,Russell,1,Nottingham,1479,637,3048,8655,486,70,56160,no,22554,34.7
27,female,India,Bachelor,Business Analyst,5.9,3,74,5638,19022,yes,yes,high,Software Engineer,yes,5,1,1,18,78,yes,5,Non-Russell,1,Birmingham,1300,836,1643,12535,415,60,37440,no,18025,13.4
25,female,India,Master,AI Engineer,2.4,3,77,5831,11044,no,yes,low,Data Analyst,no,4,3,4,21,74,yes,5,Non-Russell,1,Leeds,1503,561,2362,7515,357,72,43680,no,13054,30.0
21,female,India,Master,Web Developer,5.0,3,71,5855,17612,yes,yes,low,Business Analyst,no,5,3,1,20,74,yes,5,Non-Russell,1,Nottingham,1411,798,2716,9017,369,55,41600,no,19338,19.1
21,male,India,Master,Web Developer,4.6,5,76,9606,13636,yes,yes,medium,Data Analyst,no,1,2,3,22,81,yes,5,Russell,1,Nottingham,987,696,3307,11950,392,55,45760,no,24771,20.6
23,male,India,Master,AI Engineer,3.4,5,60,5174,19593,no,no,medium,Web Developer,yes,4,2,5,29,77,yes,5,Non-Russell,2,Leeds,1364,876,1874,11462,528,68,60320,no,18348,44.1
34,male,India,Bachelor,Data Analyst,5.7,5,70,7740,24179,no,no,low,AI Engineer,no,1,2,2,42,79,yes,5,Russell,1,Nottingham,949,558,2176,13811,436,60,87360,yes,21932,75.8
22,male,India,Master,Data Analyst,1.2,3,87,7277,10892,yes,yes,low,Business Analyst,yes,5,5,4,29,73,yes,5,Non-Russell,2,Nottingham,1002,764,2789,13343,404,60,60320,no,15041,49.6
25,male,India,Bachelor,AI Engineer,0.7,5,60,4178,29672,yes,yes,high,Data Analyst,no,2,5,3,30,78,yes,5,Russell,2,Leeds,1267,832,2055,10147,316,58,62400,no,22434,41.5
32,male,India,Bachelor,Software Engineer,5.1,4,74,6244,13812,yes,yes,low,Software Engineer,no,4,1,3,41,76,yes,5,Non-Russell,2,London,1391,687,2362,7573,353,66,85280,yes,14338,82.7
30,male,India,Bachelor,AI Engineer,2.6,5,87,8086,8654,yes,yes,low,Data Analyst,no,1,2,1,29,76,yes,5,Non-Russell,1,Manchester,1457,562,3621,11597,411,72,60320,no,12110,48.7
26,male,India,Bachelor,AI Engineer,5.1,4,80,4734,29865,no,yes,high,Software Engineer,no,4,4,1,42,82,yes,5,Russell,1,Birmingham,1590,807,3985,8536,471,64,87360,yes,25944,68.2
27,female,India,Bachelor,Data Analyst,5.4,5,69,10232,25143,yes,no,low,AI Engineer,yes,4,2,2,33,84,yes,5,Russell,1,Manchester,1167,778,2380,9926,443,57,68640,yes,23800,51.4
24,female,India,Bachelor,Data Analyst,0.4,3,66,4798,9798,no,no,medium,Data Analyst,no,4,5,1,30,72,yes,5,Non-Russell,1,London,1296,529,3773,8052,384,57,62400,no,18516,49.7
27,male,India,Bachelor,AI Engineer,5.3,5,61,11601,13159,no,no,medium,AI Engineer,no,3,2,4,22,73,yes,5,Non-Russell,2,London,1219,670,3342,9796,311,62,45760,no,16291,29.3
31,male,India,Bachelor,AI Engineer,2.7,4,69,4787,19618,yes,yes,high,Business Analyst,yes,1,5,4,41,76,yes,5,Russell,2,Nottingham,1419,520,3855,6631,551,55,85280,yes,20815,78.3
28,female,India,Bachelor,AI Engineer,3.1,4,83,6795,16446,no,yes,low,Software Engineer,yes,1,2,4,21,80,yes,5,Non-Russell,2,Manchester,1348,798,2465,7861,515,72,43680,no,19854,25.7
31,male,India,Bachelor,Data Analyst,3.8,5,63,11350,29646,yes,no,medium,Web Developer,yes,4,4,5,38,80,yes,5,Non-Russell,1,London,1375,700,3895,9952,425,69,79040,yes,12261,75.8
21,male,India,Master,AI Engineer,5.6,4,71,8304,11823,no,no,medium,Business Analyst,no,2,1,4,32,83,yes,5,Russell,1,Manchester,1489,634,1975,7232,397,74,66560,no,23512,47.0
26,male,India,Master,AI Engineer,0.1,4,78,8588,24099,no,yes,medium,Software Engineer,yes,4,4,1,29,74,yes,5,Russell,1,London,1139,771,2838,8264,327,71,60320,no,18207,48.7
28,female,India,Master,Cybersecurity Analyst,2.9,3,85,11297,26260,yes,no,medium,AI Engineer,yes,3,5,1,36,81,yes,5,Russell,1,Birmingham,1157,522,2024,8047,565,65,74880,yes,18259,70.8
25,female,India,Bachelor,Software Engineer,4.1,5,70,10808,15787,no,no,low,Cybersecurity Analyst,yes,5,3,4,38,72,yes,5,Non-Russell,1,London,1542,586,2948,6535,351,67,79040,yes,14202,74.0
24,female,India,Master,Business Analyst,4.3,5,67,7084,19196,no,yes,low,Data Analyst,yes,3,4,3,36,70,yes,5,Non-Russell,1,Manchester,1289,530,2061,13509,442,74,74880,yes,13604,65.9
22,female,India,Master,Software Engineer,4.2,5,77,9753,28900,yes,no,low,AI Engineer,yes,2,2,3,38,76,yes,5,Non-Russell,2,Nottingham,1242,620,2068,13884,431,64,79040,yes,16203,67.9
26,female,India,Master,Cybersecurity Analyst,0.8,4,70,6918,28118,no,no,low,Software Engineer,yes,4,1,3,28,75,yes,5,Russell,2,Manchester,1286,568,2705,13568,506,67,58240,no,18504,39.5
26,male,India,Bachelor,Business Analyst,1.8,5,70,4731,29740,no,no,medium,Software Engineer,no,1,2,2,38,79,yes,5,Non-Russell,1,Leeds,1293,633,1605,9533,361,71,79040,yes,14082,74.3
31,female,India,Bachelor,AI Engineer,2.2,5,72,5129,14380,yes,yes,high,Software Engineer,yes,4,2,5,23,84,yes,5,Russell,2,Manchester,1582,870,3738,12881,431,55,47840,no,19759,19.9
21,male,India,Bachelor,Cybersecurity Analyst,4.8,3,62,7446,25392,yes,no,high,Software Engineer,no,2,4,4,26,76,yes,5,Russell,2,Birmingham,1558,814,2660,10825,340,74,54080,no,25514,22.1
29,male,India,Bachelor,AI Engineer,1.7,3,71,5605,28698,no,no,medium,Data Analyst,yes,1,1,2,18,84,yes,5,Non-Russell,2,Birmingham,1169,645,2199,13378,500,70,37440,no,12654,22.4
32,female,India,Master,Data Analyst,1.3,3,62,7778,17702,no,no,medium,Business Analyst,yes,3,3,3,29,83,yes,5,Russell,2,Birmingham,1048,832,2643,9097,398,70,60320,no,21794,45.6
31,female,India,Master,Web Developer,5.7,4,69,6745,26892,no,yes,high,Web Developer,yes,5,2,4,43,71,yes,5,Non-Russell,1,London,1279,893,1571,7275,583,57,89440,yes,18109,88.8
26,male,India,Master,Cybersecurity Analyst,0.1,5,86,7170,29142,yes,yes,high,Cybersecurity Analyst,no,5,1,2,31,82,yes,5,Russell,2,Birmingham,927,762,2254,12146,346,56,64480,no,24970,44.0
33,male,India,Master,Data Analyst,6.0,3,76,8689,10682,no,no,medium,Data Analyst,yes,4,3,1,23,81,yes,5,Russell,1,Manchester,1048,792,2404,9073,436,60,47840,no,27593,23.0
23,male,India,Bachelor,Cybersecurity Analyst,4.1,3,81,11754,8989,no,yes,medium,Software Engineer,yes,3,2,3,18,73,yes,5,Russell,1,Nottingham,1319,585,1551,13771,429,65,37440,no,26980,0.4
24,female,India,Bachelor,Cybersecurity Analyst,5.0,3,61,6933,20476,no,no,low,Data Analyst,yes,2,1,2,39,71,yes,5,Non-Russell,2,Birmingham,1179,515,2503,7025,494,57,81120,yes,12284,86.1
32,female,India,Bachelor,Data Analyst,1.8,5,76,10995,16446,no,yes,low,AI Engineer,yes,5,4,1,19,77,yes,5,Russell,1,Manchester,1081,715,2787,12293,416,55,39520,no,21329,15.5
31,female,India,Master,Business Analyst,0.1,5,75,5215,12711,no,yes,high,Web Developer,no,3,2,3,41,76,yes,5,Non-Russell,2,London,1065,615,2762,13750,368,65,85280,yes,14565,79.8
24,female,India,Bachelor,Software Engineer,4.4,5,61,4324,14479,no,no,medium,Software Engineer,no,4,2,5,28,70,yes,5,Russell,1,London,916,617,3802,8051,327,67,58240,no,20092,47.4
23,female,India,Bachelor,AI Engineer,5.0,4,87,9074,21161,yes,no,high,Cybersecurity Analyst,no,1,1,3,20,71,yes,5,Russell,1,Nottingham,1049,769,2184,11616,313,59,41600,no,20967,18.4
30,male,India,Master,Cybersecurity Analyst,4.4,4,81,9845,22635,yes,no,low,Software Engineer,no,4,2,5,27,71,yes,5,Russell,2,Nottingham,1238,894,3272,9621,345,72,56160,no,27261,29.0
23,female,India,Master,AI Engineer,0.9,3,89,5850,16075,no,yes,low,Web Developer,no,4,3,5,23,73,yes,5,Non-Russell,2,Manchester,944,842,3130,11990,315,69,47840,no,15867,33.9
23,male,India,Bachelor,Web Developer,4.5,5,79,11099,28836,no,no,high,Cybersecurity Analyst,yes,3,2,5,23,72,yes,5,Non-Russell,1,Nottingham,1401,661,3604,10563,508,72,47840,no,15972,31.6
24,male,India,Bachelor,Data Analyst,4.6,3,65,5490,9007,yes,yes,low,Web Developer,yes,5,5,4,37,70,yes,5,Non-Russell,2,Nottingham,1088,687,2449,12213,457,69,76960,yes,19592,65.8
27,male,India,Bachelor,AI Engineer,4.0,5,87,4893,15688,yes,yes,medium,Cybersecurity Analyst,yes,3,3,4,38,81,yes,5,Non-Russell,1,London,1550,603,3173,6200,526,74,79040,yes,13591,77.7
24,female,India,Bachelor,Data Analyst,4.6,5,84,5390,18763,yes,no,high,Business Analyst,no,1,1,5,19,83,yes,5,Non-Russell,2,Manchester,960,640,3916,10403,540,74,39520,no,17487,26.5
29,female,India,Bachelor,AI Engineer,5.1,5,88,7389,11908,no,yes,medium,Business Analyst,yes,3,3,1,43,71,yes,5,Russell,1,Nottingham,1193,666,3779,9323,357,74,89440,yes,20838,80.6
21,female,India,Bachelor,Software Engineer,3.7,4,69,8239,27187,no,no,medium,Data Analyst,no,2,5,5,43,80,yes,5,Russell,1,Manchester,932,799,2925,9358,429,61,89440,yes,25229,80.1
28,male,India,Master,Software Engineer,0.5,4,87,8479,19957,no,yes,low,Data Analyst,yes,4,5,2,41,78,yes,5,Non-Russell,1,Birmingham,1198,527,3084,12141,516,71,85280,yes,13128,83.9
27,male,India,Master,Software Engineer,2.9,5,69,6263,12379,no,no,medium,Cybersecurity Analyst,no,5,2,5,27,82,yes,5,Non-Russell,1,London,1314,771,2546,11017,313,62,56160,no,16113,39.7
22,male,India,Master,Software Engineer,0.5,3,67,7432,24482,yes,yes,high,Software Engineer,yes,1,2,4,40,70,yes,5,Non-Russell,1,London,1523,549,2790,12435,542,67,83200,yes,19372,68.4
28,male,India,Bachelor,Software Engineer,2.4,5,60,6371,8877,yes,yes,medium,AI Engineer,yes,4,4,4,43,78,yes,5,Non-Russell,2,London,1448,870,3665,13321,444,70,89440,yes,18186,76.4
21,male,India,Master,Software Engineer,2.4,5,72,7086,23585,yes,no,medium,AI Engineer,yes,3,3,2,23,76,yes,5,Russell,1,Leeds,1330,655,3123,8971,402,64,47840,no,23901,23.0
31,male,India,Bachelor,Data Analyst,0.4,3,83,8312,26252,yes,yes,medium,Software Engineer,yes,2,4,2,40,71,yes,5,Non-Russell,2,Manchester,1394,823,2676,13300,516,68,83200,yes,18729,69.7
32,female,India,Bachelor,Cybersecurity Analyst,2.1,5,68,5515,27049,no,no,medium,Software Engineer,no,3,5,3,34,71,yes,5,Non-Russell,2,Birmingham,999,847,3815,10978,363,60,70720,yes,12156,68.8
29,female,India,Master,AI Engineer,0.7,3,81,11094,25772,no,yes,medium,Business Analyst,yes,4,2,1,31,74,yes,5,Non-Russell,1,Nottingham,922,620,3660,6585,457,74,64480,no,13289,67.7
29,female,India,Bachelor,Software Engineer,4.8,4,69,11714,26799,yes,yes,low,AI Engineer,yes,1,2,1,22,82,yes,5,Non-Russell,1,Birmingham,1319,639,3713,9345,461,61,45760,no,14181,33.3
22,female,India,Bachelor,Data Analyst,5.7,4,74,10326,10637,yes,yes,high,Cybersecurity Analyst,yes,5,2,1,40,74,yes,5,Russell,2,Manchester,1323,515,2531,9854,317,60,83200,yes,18611,72.3
27,male,India,Master,Data Analyst,0.4,3,64,10413,15242,yes,no,low,Web Developer,no,4,1,4,34,73,yes,5,Russell,1,London,1386,808,1930,11816,515,71,70720,yes,25228,47.6
34,male,India,Master,Data Analyst,5.7,4,81,11088,17257,yes,no,high,Data Analyst,yes,1,5,1,19,81,yes,5,Non-Russell,1,Leeds,988,548,2815,10604,348,62,39520,no,13771,27.6
30,female,India,Master,Cybersecurity Analyst,3.1,4,75,9586,16613,yes,no,high,Web Developer,yes,4,2,3,26,79,yes,5,Russell,2,Manchester,1108,663,2392,9424,355,66,54080,no,23512,33.5
23,male,India,Bachelor,AI Engineer,1.8,3,72,6917,10883,no,no,high,Business Analyst,yes,2,5,3,29,79,yes,5,Russell,2,Manchester,1170,561,2573,10100,357,58,60320,no,21702,42.0
27,female,India,Master,Cybersecurity Analyst,0.5,4,81,9731,9204,no,no,high,AI Engineer,yes,3,2,1,36,82,yes,5,Non-Russell,2,Nottingham,1305,839,1606,12436,454,64,74880,yes,17153,62.7
32,female,India,Master,Business Analyst,3.0,5,84,11686,24928,yes,yes,high,Software Engineer,yes,5,3,2,39,81,yes,5,Non-Russell,2,Birmingham,1177,653,2244,6359,354,60,81120,yes,18226,77.3
30,female,India,Bachelor,Data Analyst,4.8,5,79,11709,19831,yes,yes,medium,AI Engineer,no,1,5,3,24,72,yes,5,Russell,2,Birmingham,1105,811,2979,9669,318,61,49920,no,27939,21.8
29,male,India,Master,Business Analyst,4.2,3,77,10610,23464,yes,no,low,Cybersecurity Analyst,no,5,4,2,26,73,yes,5,Russell,2,Nottingham,1489,875,3870,10309,450,62,54080,no,19628,33.0
24,female,India,Master,Web Developer,0.3,4,70,6352,25607,no,yes,low,Business Analyst,no,5,1,4,38,79,yes,5,Russell,1,Leeds,1227,845,3856,9477,407,57,79040,yes,25907,61.1
32,female,India,Master,Software Engineer,0.4,5,86,5167,27556,no,yes,medium,Software Engineer,yes,5,4,3,33,73,yes,5,Russell,2,London,1509,649,2121,11555,346,62,68640,yes,21372,45.8
21,female,India,Bachelor,Software Engineer,2.4,5,68,4110,21994,no,yes,high,Web Developer,no,1,5,2,37,71,yes,5,Russell,2,London,1235,875,2494,13182,506,69,76960,yes,26208,54.7
22,male,India,Bachelor,Cybersecurity Analyst,1.8,4,75,9109,14520,yes,yes,low,Cybersecurity Analyst,yes,1,2,1,28,74,yes,5,Non-Russell,1,Leeds,1505,572,1644,13440,427,55,58240,no,13822,41.0
21,male,India,Bachelor,AI Engineer,1.4,4,61,8327,8654,no,no,medium,Web Developer,yes,5,5,4,29,84,yes,5,Russell,1,Nottingham,1491,568,2320,10658,484,67,60320,no,27258,31.3
34,female,India,Bachelor,Business Analyst,1.7,5,85,9810,26830,yes,yes,medium,Data Analyst,yes,3,1,5,32,74,yes,5,Russell,1,Manchester,937,676,1911,8812,357,72,66560,no,21139,55.8
32,male,India,Master,AI Engineer,4.8,5,84,7655,16412,no,no,low,Business Analyst,yes,4,5,5,35,74,yes,5,Russell,1,Birmingham,1127,853,1613,6044,442,69,72800,yes,20259,66.7
25,male,India,Bachelor,Cybersecurity Analyst,5.6,3,61,7793,11666,no,no,low,Cybersecurity Analyst,no,5,2,1,36,80,yes,5,Russell,1,Manchester,1382,501,3946,8750,396,61,74880,yes,20250,61.4
25,male,India,Bachelor,Software Engineer,2.4,3,71,5755,12277,no,yes,high,Cybersecurity Analyst,no,2,4,4,33,84,yes,5,Russell,1,Birmingham,1033,808,1623,6633,346,69,68640,yes,24121,55.8
31,male,India,Master,AI Engineer,5.4,5,67,11759,28786,yes,no,high,Web Developer,no,5,3,4,32,80,yes,5,Russell,2,Manchester,1289,618,1585,11531,490,57,66560,no,26181,42.6
27,male,India,Master,AI Engineer,1.9,3,68,11667,26953,yes,yes,low,Software Engineer,yes,1,4,4,22,79,yes,5,Russell,1,Nottingham,1512,506,1546,7210,439,68,45760,no,18283,27.5
29,male,India,Master,Software Engineer,2.9,5,71,10738,13515,no,yes,high,Data Analyst,no,4,2,4,28,70,yes,5,Russell,1,Nottingham,1324,754,3399,7749,402,74,58240,no,23725,38.1
29,male,India,Bachelor,Business Analyst,1.4,5,85,5577,17205,yes,yes,medium,Web Developer,no,2,2,5,32,75,yes,5,Non-Russell,1,Leeds,1486,574,3072,12804,530,58,66560,no,13148,55.1
23,male,India,Bachelor,Software Engineer,3.8,3,68,5296,23198,yes,no,high,Cybersecurity Analyst,yes,4,1,2,35,80,yes,5,Non-Russell,1,Manchester,1409,850,3238,9241,348,58,72800,yes,17782,60.1
23,male,India,Bachelor,AI Engineer,5.9,3,69,7774,11985,yes,no,high,Business Analyst,no,4,5,4,30,71,yes,5,Russell,2,Manchester,1494,694,3505,8768,411,57,62400,no,26794,35.7
23,male,India,Master,Business Analyst,3.6,4,84,6220,21135,yes,no,medium,Cybersecurity Analyst,yes,2,5,2,21,76,yes,5,Non-Russell,1,Leeds,1326,686,2303,6593,386,59,43680,no,19926,25.6
24,female,India,Master,Business Analyst,2.1,4,61,4972,16167,yes,yes,high,AI Engineer,no,5,4,4,34,73,yes,5,Non-Russell,1,Leeds,1554,502,3936,7424,581,65,70720,yes,13198,66.9
28,female,India,Bachelor,Software Engineer,3.9,4,75,5030,15448,yes,yes,medium,Business Analyst,no,5,3,3,21,84,yes,5,Non-Russell,2,Nottingham,1373,683,3489,13875,551,62,43680,no,18003,20.6
26,male,India,Master,AI Engineer,0.7,5,79,11322,28694,yes,yes,high,Business Analyst,no,5,3,3,33,74,yes,5,Non-Russell,2,Nottingham,1467,834,2569,12389,373,56,68640,yes,17611,50.5
28,female,India,Master,Cybersecurity Analyst,5.3,3,66,11689,27403,no,no,low,Cybersecurity Analyst,yes,3,1,3,40,74,yes,5,Non-Russell,2,Manchester,1260,772,2691,7926,346,70,83200,yes,14916,80.8
21,female,India,Master,AI Engineer,3.0,5,87,6593,11681,yes,yes,high,Software Engineer,no,5,2,4,32,74,yes,5,Non-Russell,1,Nottingham,1110,867,1545,6856,375,64,66560,no,15885,62.6
28,male,India,Bachelor,Data Analyst,2.7,3,61,10691,28580,yes,yes,low,Business Analyst,no,2,1,2,31,71,yes,5,Russell,2,Nottingham,1078,551,2039,11988,395,72,64480,no,26951,40.2
24,male,India,Master,Web Developer,3.5,5,60,7992,24956,no,no,low,AI Engineer,no,3,5,5,29,74,yes,5,Russell,2,Manchester,957,762,1586,6551,330,61,60320,no,26002,43.8
31,male,India,Master,Cybersecurity Analyst,3.7,4,78,8613,17524,no,no,low,Web Developer,no,5,2,1,20,72,yes,5,Non-Russell,2,Leeds,972,867,2908,13847,321,59,41600,no,14859,24.6
21,female,India,Bachelor,Business Analyst,0.4,4,87,4913,12753,no,no,low,Software Engineer,yes,3,1,5,27,73,yes,5,Russell,1,Manchester,1114,632,1764,10138,316,61,56160,no,19493,39.7
28,female,India,Bachelor,Cybersecurity Analyst,4.1,4,63,10358,15082,no,yes,low,Software Engineer,yes,2,4,4,25,82,yes,5,Non-Russell,1,London,972,724,2202,8888,511,60,52000,no,17424,43.7
24,male,India,Master,Business Analyst,1.5,5,83,6181,12002,yes,yes,medium,Software Engineer,no,5,5,3,23,71,yes,5,Russell,2,Manchester,1366,809,2973,13890,447,55,47840,no,18372,23.9
26,male,India,Master,Business Analyst,4.3,3,81,10428,13629,no,yes,medium,Business Analyst,no,1,3,3,39,73,yes,5,Russell,1,London,1170,560,3779,10274,534,65,81120,yes,23587,68.4
28,male,India,Bachelor,Cybersecurity Analyst,4.9,3,86,7197,20278,no,no,medium,Software Engineer,no,2,1,2,31,82,yes,5,Russell,1,Manchester,1398,864,1685,7480,386,67,64480,no,25071,43.3
24,female,India,Bachelor,Business Analyst,4.8,4,61,10040,16417,yes,no,low,Cybersecurity Analyst,yes,4,5,4,34,78,yes,5,Non-Russell,1,London,1253,515,1825,12678,337,66,70720,yes,17210,56.0
34,female,India,Master,Business Analyst,3.3,4,84,5462,28584,yes,no,high,Software Engineer,no,4,5,5,38,77,yes,5,Russell,1,London,1133,728,2706,6606,352,55,79040,yes,24586,67.0
23,female,India,Master,Data Analyst,3.1,4,73,9968,9997,yes,no,medium,AI Engineer,no,2,3,4,36,82,yes,5,Russell,1,Manchester,1218,694,1896,6671,327,69,74880,yes,25623,58.6
34,female,India,Master,AI Engineer,0.9,4,61,10829,16963,no,yes,high,Data Analyst,yes,4,3,4,33,83,yes,5,Non-Russell,2,Nottingham,918,750,3004,9315,376,55,68640,yes,14216,67.1
29,male,India,Master,AI Engineer,4.7,3,88,11319,23784,yes,yes,high,AI Engineer,yes,2,3,3,32,84,yes,5,Non-Russell,2,Birmingham,1524,802,2926,11022,499,57,66560,no,15405,53.5
23,male,India,Bachelor,Web Developer,1.6,5,74,6378,12524,no,yes,low,Business Analyst,yes,1,1,5,43,80,yes,5,Russell,2,Nottingham,1474,547,2940,6016,472,69,89440,yes,18822,84.9
29,male,India,Master,Web Developer,3.0,5,71,11705,11407,yes,yes,low,Software Engineer,no,2,3,1,32,81,yes,5,Non-Russell,2,London,1271,734,2588,11231,573,63,66560,no,15059,58.6
33,male,India,Master,Data Analyst,1.7,5,64,7454,14731,yes,yes,low,Software Engineer,yes,5,4,3,18,72,yes,5,Russell,1,Manchester,1083,620,2455,11734,349,68,37440,no,24880,8.0
22,female,India,Bachelor,Web Developer,0.8,5,87,11282,15795,no,yes,medium,Cybersecurity Analyst,yes,5,5,5,41,70,yes,5,Russell,2,Manchester,1176,819,2054,8873,476,62,85280,yes,27579,69.4
34,female,India,Master,Cybersecurity Analyst,3.8,4,79,11037,19332,yes,yes,low,Web Developer,no,3,3,2,40,70,yes,5,Non-Russell,2,Manchester,1573,549,2540,13765,526,58,83200,yes,18731,66.5
22,male,India,Bachelor,Software Engineer,0.3,4,88,7553,27177,yes,yes,medium,Software Engineer,yes,4,5,3,40,75,yes,5,Non-Russell,1,Manchester,1044,540,3938,8594,426,74,83200,yes,12820,87.1
22,male,India,Master,Software Engineer,4.5,4,66,5307,10911,yes,no,medium,AI Engineer,no,4,2,2,29,72,yes,5,Russell,1,Birmingham,1557,521,1543,11149,320,74,60320,no,21270,34.7
26,female,India,Master,Software Engineer,1.9,5,83,8994,26799,yes,no,medium,Business Analyst,no,2,2,3,27,73,yes,5,Non-Russell,1,Leeds,980,870,2400,11311,498,60,56160,no,14524,49.3
23,male,India,Bachelor,Data Analyst,0.0,4,80,9194,24634,yes,yes,medium,Data Analyst,yes,4,3,4,31,70,yes,5,Russell,1,London,1221,681,3223,8484,488,55,64480,no,25566,45.6
33,female,India,Bachelor,Data Analyst,3.1,4,69,5189,23194,no,no,low,Software Engineer,no,5,5,5,27,77,yes,5,Non-Russell,2,Birmingham,1334,504,1981,12322,451,72,56160,no,16940,38.8
29,male,India,Master,Business Analyst,0.3,3,73,9308,12951,no,yes,medium,Data Analyst,yes,1,2,2,27,70,yes,5,Non-Russell,1,Nottingham,942,644,3536,6615,459,60,56160,no,14632,55.1
24,male,India,Master,Software Engineer,1.7,3,73,10221,16098,yes,yes,low,Software Engineer,yes,2,3,3,37,74,yes,5,Non-Russell,1,Leeds,1212,856,2786,12820,395,68,76960,yes,19255,62.7
21,male,India,Master,Cybersecurity Analyst,4.2,4,64,11090,29673,no,no,low,Business Analyst,yes,4,5,2,28,75,yes,5,Non-Russell,1,Leeds,1192,577,2697,13641,374,65,58240,no,14662,43.7
24,male,India,Bachelor,Web Developer,0.4,3,77,11769,24117,no,yes,medium,Web Developer,no,5,3,3,39,84,yes,5,Non-Russell,1,Manchester,1587,730,2964,12777,381,71,81120,yes,18749,62.7
21,male,India,Master,Cybersecurity Analyst,5.0,3,83,4687,16102,no,yes,low,AI Engineer,yes,3,5,3,33,71,yes,5,Russell,1,Birmingham,968,796,2065,9205,427,63,68640,yes,24115,54.7
34,male,India,Bachelor,Web Developer,0.0,4,73,10164,13565,yes,yes,high,Business Analyst,no,4,2,1,26,76,yes,5,Russell,1,Nottingham,955,847,3767,8849,432,61,54080,no,23437,37.8
25,male,India,Bachelor,Software Engineer,1.5,4,61,8661,9173,yes,yes,low,Data Analyst,no,1,3,1,32,76,yes,5,Russell,2,Manchester,1530,708,2271,10407,438,68,66560,no,24241,42.0
24,female,India,Master,Software Engineer,4.4,4,85,5207,16624,yes,yes,low,Software Engineer,no,1,2,1,31,70,yes,5,Non-Russell,2,Manchester,1103,662,2718,9807,545,71,64480,no,17372,57.0
28,female,India,Bachelor,Software Engineer,1.9,4,71,5894,22394,no,yes,medium,Data Analyst,yes,4,3,2,36,73,yes,5,Russell,2,London,1319,667,3956,8072,590,62,74880,yes,18087,68.9
28,female,India,Master,Data Analyst,0.6,5,81,11389,21256,no,yes,medium,AI Engineer,no,4,1,4,26,81,yes,5,Russell,1,Leeds,1466,777,1970,12514,411,70,54080,no,25115,23.0
27,female,India,Master,Web Developer,2.2,5,83,8922,8835,yes,no,low,Business Analyst,no,5,2,3,21,82,yes,5,Non-Russell,1,Nottingham,1449,736,2870,6524,502,66,43680,no,16014,30.6
23,female,India,Master,Data Analyst,1.6,4,65,9447,26646,yes,no,medium,Data Analyst,yes,4,2,5,38,73,yes,5,Non-Russell,2,Leeds,1142,675,3713,13486,469,66,79040,yes,17518,68.9
21,male,India,Master,Data Analyst,5.1,3,63,10322,19824,no,yes,high,Data Analyst,yes,3,4,1,24,74,yes,5,Non-Russell,2,Birmingham,1100,552,2171,12373,386,59,49920,no,16616,33.8
21,male,India,Master,AI Engineer,1.9,4,72,5811,12567,no,no,high,AI Engineer,no,5,2,2,39,70,yes,5,Russell,2,London,1373,848,2674,9173,418,59,81120,yes,19747,69.8
32,female,India,Bachelor,Cybersecurity Analyst,4.7,4,63,7183,11815,yes,yes,medium,Software Engineer,no,2,5,2,43,70,yes,5,Russell,2,Manchester,1426,509,1610,7473,397,68,89440,yes,26232,73.2
31,male,India,Bachelor,Cybersecurity Analyst,5.4,3,81,11903,24630,no,yes,low,Data Analyst,yes,3,3,2,25,76,yes,5,Non-Russell,1,London,1555,645,2526,8425,539,60,52000,no,16488,37.1
23,female,India,Master,Business Analyst,2.6,5,73,7797,10429,no,yes,high,AI Engineer,no,5,1,5,41,78,yes,5,Russell,2,Manchester,976,726,1843,10983,437,61,85280,yes,25043,72.4
26,female,India,Master,Data Analyst,5.5,4,75,9178,17182,no,yes,high,Software Engineer,no,5,5,5,25,70,yes,5,Russell,1,London,1377,735,2972,12020,381,71,52000,no,20151,28.2
